control_point,x_image,y_image,longitude,latitude,original_toponym,present_toponym,map,mapwarper_link,image_link
16,809.25,1252.5,31.25352859,29.85374635,Memphis,"Mit Rahina, Egypt",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
17,656.75,1445.833333,10.32963753,36.84913134,Cartago,"Carthage, Tunisia",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
18,919.25,865,39.67240333,10.99410894,Ethiopia,Ethiopia,Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
19,666.75,845.8333333,43.15738678,36.36683963,Ninive,"Nineveh, Iraq",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
20,846.75,1117.5,31.77012205,31.42024031,Damiete,"Damyut, Egypt",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
21,391.75,1075.833333,26.233356,39.95113516,Troia,Hisarlik. Turkey,Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
22,916.75,1265,-6.340763569,31.37921412,Getulia,"Getulia, Morocco",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
23,963.8333333,1003.333333,33.7263751,16.93045877,Meroe,"Meroe, Sudan",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
24,599.25,1166.666667,34.90706205,32.5367558,Cesare a Palestine,"Caesarea Maritima, Israel",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
25,543.4166667,1156.25,35.07323027,32.88081255,Acaron,"Ashkelon, Israel",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
